,Titulo,Texto,textoPLN,tf-idf
  (26, 23)	1.0
  (27, 9)	1.0
  (28, 29)	1.0
  (29, 2)	1.0
  (30, 6)	1.0
  (31, 14)	1.0
  (32, 19)	1.0
  (33, 20)	1.0
  (34, 7)	1.0
  (35, 27)	1.0
  (36, 18)	1.0"
154,Pan de Atún _ Receta de Cocina en Familia.txt,una sencilla y rica receta para hacer el pan de aquí encima de la mesa que no necesita horno ni fuego ni nada amigo que tengo en el fuego en el fuego con gambas congeladas que la hervido con agua y sal y están frías de su vida y todo lo demás es todo natural 240 minutos,"['sencill', 'ric', 'recet', 'hac', 'pan', 'aqu', 'encim', 'mes', 'necesit', 'horn', 'fueg', 'amig', 'fueg', 'fueg', 'gamb', 'congel', 'herv', 'agu', 'sal', 'fri', 'vid', 'demas', 'natural', '240', 'minut']","  (0, 21)	1.0
  (1, 19)	1.0
  (2, 18)	1.0
  (3, 10)	1.0
  (4, 17)	1.0
  (5, 3)	1.0
  (6, 6)	1.0
  (7, 13)	1.0
  (8, 16)	1.0
  (9, 12)	1.0
  (10, 8)	1.0
  (11, 2)	1.0
  (12, 8)	1.0
  (13, 8)	1.0
  (14, 9)	1.0
  (15, 4)	1.0
  (16, 11)	1.0
  (17, 1)	1.0
  (18, 20)	1.0
  (19, 7)	1.0
  (20, 22)	1.0
  (21, 5)	1.0
  (22, 15)	1.0
  (23, 0)	1.0
  (24, 14)	1.0"
155,Flamenquines caseros de lomo tipo Cocina en Familia.txt,la receta que quiero compartir con todos vosotros sois son unos ricos flamenquines tipo cine en familia y para ello tengo aquí lo siguiente ingrediente de filete de cinta de lomo de cerdo y el lonche de jamón Serrano 5 de queso harina de trigo la como la de múltiple uso dos huevos enredado y aceite para freír con este ingrediente haré una revisemos flamenquines que empieza su elaboración el primer paso será preparar la carne que comprar cinta de lomo con la o filete Qué son muy tierno le dicho que quiero que me lo quiera que no fuera muy groso le quitó así pues así lo blanco de la grasa se lo retiro cojo de rodillo y el girado para que el huevo salga los flamenquines más grande mira la diferencia de uno que no lo rayado arrodillo a este que lo tengo preparado Mira ya lo tengo todo preparado lleva corriendo poniéndole muy pocas ha puesto que llevan jamón le pongo el jamón y el queso se hacen así se dice se le pone y si no se puede eliminar los tiré así media lonche y lo pongo así sobre el filete y la mamá cogiendo íbamos a enrollar apretando y ya tenemos uno así preparadas coger otro fin igual poco de sal una loncha de jamón serrano y el que íbamos así enrollada apretando bien fuerte pues ya con la carne preparada le puesto un palillo para que no se abra seguro que estés bien cerrado empiezo allá a preparar para hacer el rebozado le pongo dejado huevo se coge el flamenquín y lo paso por harina lo mismo por la orilla que por nada ya que lo tenemos enharinado lo paso por el huevo se saca escurrido y después fue así que se vea presionando para que lo coja y me quedé así hecho un buen rollo pues ya tengo todos los fines rebozada después Dr Gonzalo no me gusta directamente coger lo hice y no me gusta poner a la nevera un mínimo de 30 minutos para que el pan rallado la sorda y se quede bien emputado y luego no no sea que seguir en el aceite aceite en una sartén con un palillo para comprobar que el aceite esté bien caliente cuando empiece a coger color ya estará el aceite en su punto para empezar a freír lo y lo iré friendo a fuego medio para que se hagan bien por dentro puesto que son gruesas y conforme vayan corriendo color se van girando pues ya con la cena nuestro bus ya tengan el color deseado se van sacando quiero uno para qué sirve al interior no se rompe y así hemos tenido la seguridad de que no sé no habría Mira cómo está delicioso así es cómo queda finalizado está rico flamenquines tipo cocina familiar se pueden acompañar carro blanco patatas fritas yo para esta ocasión lo seguiré con una verdura queda estupendamente así con una ensalada ella siempre hago el gusto lo único que aconsejo que no dejen de hacerlo y me comenté yo recuerdo que se desea y que llegue el aviso cuando suba la receta solo tenés que suscribir sé que es totalmente gratis o agradezco todos los comentarios tan amable y cariñoso crema Face y me despido Hasta próximo video con un beso enorme para nada suscríbete y no olvide pinchar en la campana para recibir las notificaciones,"['recet', 'quier', 'compart', 'ric', 'flamenquin', 'tip', 'cin', 'famili', 'ello', 'aqu', 'siguient', 'ingredient', 'filet', 'cint', 'lom', 'cerd', 'lonch', 'jamon', 'serran', '5', 'ques', 'harin', 'trig', 'multipl', 'uso', 'dos', 'huev', 'enred', 'aceit', 'freir', 'ingredient', 'har', 'revis', 'flamenquin', 'empiez', 'elabor', 'prim', 'pas', 'prepar', 'carn', 'compr', 'cint', 'lom', 'filet', 'tiern', 'dich', 'quier', 'quier', 'gros', 'quit', 'asi', 'pues', 'asi', 'blanc', 'gras', 'retir', 'coj', 'rodill', 'gir', 'huev', 'salg', 'flamenquin', 'grand', 'mir', 'diferent', 'ray', 'arrodill', 'prepar', 'mir', 'prepar', 'llev', 'corr', 'pon', 'poc', 'puest', 'llev', 'jamon', 'pong', 'jamon', 'ques', 'hac', 'asi', 'dic', 'pon', 'si', 'pued', 'elimin', 'tir', 'asi', 'medi', 'lonch', 'pong', 'asi', 'filet', 'mam', 'cog', 'ibam', 'enroll', 'apret', 'asi', 'prepar', 'cog', 'fin', 'igual', 'sal', 'lonch', 'jamon', 'serran', 'ibam', 'asi', 'enroll', 'apret', 'bien', 'fuert', 'pues', 'carn', 'prepar', 'puest', 'palill', 'abra', 'segur', 'bien', 'cerr', 'empiez', 'alla', 'prepar', 'hac', 'reboz', 'pong', 'dej', 'huev', 'cog', 'flamenquin', 'pas', 'harin', 'mism', 'orill', 'enharin', 'pas', 'huev', 'sac', 'escurr', 'despues', 'asi', 'vea', 'presion', 'coj', 'qued', 'asi', 'hech', 'buen', 'roll', 'pues', 'fin', 'reboz', 'despues', 'dr', 'gonzal', 'gust', 'direct', 'cog', 'hic', 'gust', 'pon', 'never', 'minim', '30', 'minut', 'pan', 'rall', 'sord', 'qued', 'bien', 'emput', 'lueg', 'segu', 'aceit', 'aceit', 'sarten', 'palill', 'comprob', 'aceit', 'bien', 'calient', 'empiec', 'cog', 'color', 'aceit', 'punt', 'empez', 'freir', 'ire', 'friend', 'fueg', 'medi', 'hag', 'bien', 'dentr', 'puest', 'grues', 'conform', 'vay', 'corr', 'color', 'van', 'gir', 'pues', 'cen', 'bus', 'color', 'des', 'van', 'sac', 'quier', 'sirv', 'interior', 'romp', 'asi', 'segur', 'se', 'mir', 'com', 'delici', 'asi', 'com', 'qued', 'finaliz', 'ric', 'flamenquin', 'tip', 'cocin', 'famili', 'pued', 'acompañ', 'carr', 'blanc', 'patat', 'frit', 'ocasion', 'segu', 'verdur', 'qued', 'estupend', 'asi', 'ensal', 'siempr', 'hag', 'gust', 'unic', 'aconsej', 'dej', 'hac', 'coment', 'recuerd', 'dese', 'lleg', 'avis', 'sub', 'recet', 'sol', 'tenes', 'suscrib', 'se', 'total', 'gratis', 'agradezc', 'comentari', 'tan', 'amabl', 'cariñ', 'crem', 'fac', 'desp', 'proxim', 'vide', 'bes', 'enorm', 'suscribet', 'olvid', 'pinch', 'campan', 'recib', 'notif']","  (38, 1)	1.0
  (50, 0)	1.0
  (52, 0)	1.0
  (67, 1)	1.0
  (69, 1)	1.0
  (81, 0)	1.0
  (88, 0)	1.0
  (92, 0)	1.0
  (99, 0)	1.0
  (100, 1)	1.0
  (109, 0)	1.0
  (116, 1)	1.0
  (125, 1)	1.0
  (143, 0)	1.0
  (148, 0)	1.0
  (217, 0)	1.0
  (223, 0)	1.0
  (243, 0)	1.0"
156,Almendras Saladas sin aceite _ Receta de Cocina en Familia.txt,Oigan hacer una almendra saladas y para hacer almendras agarra solo necesitamos de ingredientes con la negra y la ya vamos a empezar por lavar la almendra almendra están comprar allá sin piel y llega entonces 1 kg 300 G se puede poner la cantidad que se dice yo tengo 300 y en un fresco tengo aquí también agua en torno a pasar de almendra con el agua para que coja y lavanda para que coja bien gracias entonces ya que están en agua no hay que tener en remojo porque sino se plantea simplemente cogerlas pasarla por el agua y se van sacando y se van poniendo en un colador para que coja un poco de agua pero que no esté llena de agua si se pasa a una vuelta y así ya está cansada y a recogernos entonces alemán poner cucharada de esto se pone así como si fueran dos cuñados Aquí tengo tos y está tres cucharadas de sal se le pone ya se mezcla para que tomen la sal y así nos vamos al uno y sumo rápido Lo tengo calentando siento arriba y abajo y ya se meten el uno y aquí moviendo la para que no se quede un poco fuera de benjuí,"['oig', 'hac', 'almendr', 'sal', 'hac', 'almendr', 'agarr', 'sol', 'necesit', 'ingredient', 'negr', 'vam', 'empez', 'lav', 'almendr', 'almendr', 'compr', 'alla', 'piel', 'lleg', 'entonc', '1', 'kg', '300', 'g', 'pued', 'pon', 'cantid', 'dic', '300', 'fresc', 'aqu', 'agu', 'torn', 'pas', 'almendr', 'agu', 'coj', 'lavand', 'coj', 'bien', 'graci', 'entonc', 'agu', 'ten', 'remoj', 'sin', 'plante', 'simplement', 'cog', 'pas', 'agu', 'van', 'sac', 'van', 'pon', 'colador', 'coj', 'agu', 'llen', 'agu', 'si', 'pas', 'vuelt', 'asi', 'cans', 'recog', 'entonc', 'aleman', 'pon', 'cuchar', 'pon', 'asi', 'si', 'dos', 'cuñ', 'aqu', 'tos', 'tres', 'cuchar', 'sal', 'pon', 'mezcl', 'tom', 'sal', 'asi', 'vam', 'sum', 'rap', 'calent', 'sient', 'arrib', 'abaj', 'met', 'aqu', 'mov', 'qued', 'benju']","  (1, 8)	1.0
  (2, 2)	1.0
  (3, 11)	1.0
  (4, 8)	1.0
  (5, 2)	1.0
  (11, 13)	1.0
  (14, 2)	1.0
  (15, 2)	1.0
  (20, 7)	1.0
  (23, 0)	1.0
  (26, 10)	1.0
  (29, 0)	1.0
  (31, 3)	1.0
  (32, 1)	1.0
  (34, 9)	1.0
  (35, 2)	1.0
  (36, 1)	1.0
  (37, 5)	1.0
  (39, 5)	1.0
  (42, 7)	1.0
  (43, 1)	1.0
  (50, 9)	1.0
  (51, 1)	1.0
  (52, 14)	1.0
  (54, 14)	1.0
  (55, 10)	1.0
  (57, 5)	1.0
  (58, 1)	1.0
  (60, 1)	1.0
  (61, 12)	1.0
  (62, 9)	1.0
  (64, 4)	1.0
  (67, 7)	1.0
  (69, 10)	1.0
  (70, 6)	1.0
  (71, 10)	1.0
  (72, 4)	1.0
  (73, 12)	1.0
  (76, 3)	1.0
  (79, 6)	1.0
  (80, 11)	1.0
  (81, 10)	1.0
  (84, 11)	1.0
  (85, 4)	1.0
  (86, 13)	1.0
  (94, 3)	1.0"
157,PIMIENTOS caramelizados_ Aperitivo facilísimo‼️.txt,hola chicos aquí tengo un par de pimientos rojos que vamos a partir en trozos pequeñitos estemos así el crío está para dentro y vamos a preparar los pimientos caramelizados y siguen para un montón de cosas vamos a quitar todas estas cositas y una vez todo limpito lo vamos a hacer lo más finos o toda la noche la tiene más años pero es que me sigue gustando todo el mundo ahora nos vamos a poner 200 € y cuándo empieza a estar calentito vamos a poner 200 g modelo el azúcar y los árboles los pimientos en el trabajo pero vamos a tener fuego medio-bajo me caso el 4 y el 100 hasta que se vaya me voy acostar ya tardas más o menos 500 mundo y cada fuego también te dan un poco de caldo porque sino cuando se quedará como un caramelo y no puedo ir ni despegar que a mí ya me pasó y ahora que se enfrío tienen que quedar frío ya lo vamos a poner el caldillo extremeño y mientras voy a poner por aquí unas galletitas para que cada uno coja y uno y ahora solo nos queda poner los pimientos por encima estos son duran un montón de días en la nevera y como me han sobrado os voy a congelar y así ya los tengo preparados para cuando quiera con una capa finita suficiente porque son muy dulces y espero consiste tanto como no cabrón,"['hol', 'chic', 'aqu', 'par', 'pimient', 'roj', 'vam', 'part', 'troz', 'pequeñit', 'asi', 'cri', 'dentr', 'vam', 'prepar', 'pimient', 'carameliz', 'sig', 'monton', 'cos', 'vam', 'quit', 'tod', 'cosit', 'vez', 'limpit', 'vam', 'hac', 'fin', 'tod', 'noch', 'años', 'sig', 'gust', 'mund', 'ahor', 'vam', 'pon', '200', 'cuand', 'empiez', 'calentit', 'vam', 'pon', '200', 'g', 'model', 'azuc', 'arbol', 'pimient', 'trabaj', 'vam', 'ten', 'fueg', 'medi', 'baj', 'cas', '4', '100', 'vay', 'voy', 'acost', 'tard', 'men', '500', 'mund', 'cad', 'fueg', 'dan', 'cald', 'sin', 'qued', 'caramel', 'pued', 'ir', 'despeg', 'pas', 'ahor', 'enfri', 'qued', 'fri', 'vam', 'pon', 'caldill', 'extremeñ', 'mientr', 'voy', 'pon', 'aqu', 'unas', 'galletit', 'cad', 'coj', 'ahor', 'sol', 'qued', 'pon', 'pimient', 'encim', 'dur', 'monton', 'dias', 'never', 'sobr', 'voy', 'congel', 'asi', 'prepar', 'quier', 'cap', 'finit', 'suficient', 'dulc', 'esper', 'cons', 'cabron']","  (4, 1)	1.0
  (6, 4)	1.0
  (13, 4)	1.0
  (15, 1)	1.0
  (20, 4)	1.0
  (26, 4)	1.0
  (35, 0)	1.0
  (36, 4)	1.0
  (37, 2)	1.0
  (42, 4)	1.0
  (43, 2)	1.0
  (49, 1)	1.0
  (51, 4)	1.0
  (60, 5)	1.0
  (71, 3)	1.0
  (77, 0)	1.0
  (79, 3)	1.0
  (81, 4)	1.0
  (82, 2)	1.0
  (86, 5)	1.0
  (87, 2)	1.0
  (93, 0)	1.0
  (95, 3)	1.0
  (96, 2)	1.0
  (97, 1)	1.0
  (104, 5)	1.0"
158,ENSALADILLA de pimientos asados con bonito o atún.txt,hola chicos hoy os voy a enseñar solamente la primera parte porque no me va a dar tiempo nada más que asar los pimientos mañana continuaré voy a poner los pasad simplemente le vamos a poner una gotita de aceite en cada uno que vamos a repartir un poquito con una brocha sí y nada más nos vamos a meter a 180° con calor arriba y abajo de momento 20 minutos que les daré la vuelta pues lo dicho me voy a dar un poquito la vuelta Lito y ya estará bueno pues una horita justa vamos a tapar con papel albal y el cerradito todo y lo vamos a dejar pues un rato luego os digo bueno pues esto ya están ya nos vamos a cenar sal y un buen bonito del norte como de aquí para comer el curro otra hacer otro platos añadir todo lo que hay en el mortero para niña así lo hacemos muchísimas veces para acompañar cualquier carne sin más la nevera sin problema os aconsejo que lo hagáis en un plato así como estén pronto no porque sino como esto lleva aceite va a quedar un charco ahí o tercera vale la cebollita también le añado un poquito vale con el mismo jugo de los pimientos unas manchitas de azul Lolo y voy a poner unos aritos también y aceitunas negras y poco más está buenísimo probarlo y preparada así pues vale para invitado y de la otra forma pues simplemente puesta nosotros un homenaje espero que os guste tanto como a nosotros,"['hol', 'chic', 'hoy', 'voy', 'enseñ', 'sol', 'primer', 'part', 'va', 'dar', 'tiemp', 'asar', 'pimient', 'mañan', 'continu', 'voy', 'pon', 'pas', 'simplement', 'vam', 'pon', 'gotit', 'aceit', 'cad', 'vam', 'repart', 'poquit', 'broch', 'vam', 'met', '180', 'calor', 'arrib', 'abaj', 'moment', '20', 'minut', 'dar', 'vuelt', 'pues', 'dich', 'voy', 'dar', 'poquit', 'vuelt', 'lit', 'buen', 'pues', 'horit', 'just', 'vam', 'tap', 'papel', 'albal', 'cerradit', 'vam', 'dej', 'pues', 'rat', 'lueg', 'dig', 'buen', 'pues', 'vam', 'cen', 'sal', 'buen', 'bonit', 'nort', 'aqu', 'com', 'curr', 'hac', 'plat', 'añad', 'morter', 'niñ', 'asi', 'hac', 'muchisim', 'vec', 'acompañ', 'cualqui', 'carn', 'never', 'problem', 'aconsej', 'hag', 'plat', 'asi', 'pront', 'sin', 'llev', 'aceit', 'va', 'qued', 'charc', 'ahi', 'tercer', 'val', 'cebollit', 'añad', 'poquit', 'val', 'mism', 'jug', 'pimient', 'unas', 'manchit', 'azul', 'lol', 'voy', 'pon', 'arit', 'aceitun', 'negr', 'buenisim', 'prob', 'prepar', 'asi', 'pues', 'val', 'invit', 'form', 'pues', 'simplement', 'puest', 'homenaj', 'esper', 'gust']","  (3, 8)	1.0
  (9, 2)	1.0
  (15, 8)	1.0
  (16, 3)	1.0
  (19, 7)	1.0
  (20, 3)	1.0
  (24, 7)	1.0
  (26, 4)	1.0
  (28, 7)	1.0
  (37, 2)	1.0
  (39, 5)	1.0
  (41, 8)	1.0
  (42, 2)	1.0
  (43, 4)	1.0
  (46, 1)	1.0
  (47, 5)	1.0
  (50, 7)	1.0
  (55, 7)	1.0
  (57, 5)	1.0
  (61, 1)	1.0
  (62, 5)	1.0
  (63, 7)	1.0
  (66, 1)	1.0
  (77, 0)	1.0
  (89, 0)	1.0
  (99, 6)	1.0
  (102, 4)	1.0
  (103, 6)	1.0
  (111, 8)	1.0
  (112, 3)	1.0
  (119, 0)	1.0
  (120, 5)	1.0
  (121, 6)	1.0
  (124, 5)	1.0"
159,Tostadas Monstruosas para Halloween 🎃 _ Receta de Cocina en Familia.txt,la receta que va a matar hoy zona rica y para hacer el ideal para esa fecha para preparar con los niños tengo los siguientes ingredientes tengo pan de molde sin corteza queso en lonchas y aceituna sin hueso solamente con 4 ingredientes notificaciones,"['recet', 'va', 'mat', 'hoy', 'zon', 'ric', 'hac', 'ideal', 'fech', 'prepar', 'niñ', 'siguient', 'ingredient', 'pan', 'mold', 'cortez', 'ques', 'lonch', 'aceitun', 'hues', 'sol', '4', 'ingredient', 'notif']","  (0, 16)	1.0
  (1, 20)	1.0
  (2, 9)	1.0
  (3, 4)	1.0
  (4, 21)	1.0
  (5, 17)	1.0
  (6, 3)	1.0
  (7, 6)	1.0
  (8, 2)	1.0
  (9, 14)	1.0
  (10, 11)	1.0
  (11, 18)	1.0
  (12, 7)	1.0
  (13, 13)	1.0
  (14, 10)	1.0
  (15, 1)	1.0
  (16, 15)	1.0
  (17, 8)	1.0
  (18, 0)	1.0
  (19, 5)	1.0
  (20, 19)	1.0
  (22, 7)	1.0
  (23, 12)	1.0"
160,Champiñones con Nata _ Receta de Cocina en Familia.txt,recién te queda más el hoy solo una rica champiñones con alas y para ello tengo aquí los siguientes ingredientes 100 g de champiñones están limpios para utilizar luego tengo 200 gramos de cebolla pelada ya partida perejil aceite suave 04 el zumo de medio limón y el ML de nata pero de cocinar y mientras iban mojadas empiezo El Paso 4 sea los champiñones en cuatro trozos champiñones se pueden partir en lámina o Cómo se dice pero yo lo sigo haciendo en cuatro trozos para que quede allá tengo el aceite en la sartén calentando sin por por un poco de esa la cebolla para que sude empiezo el primer paso con la cebolla cebolla siempre es conveniente regla a un juego más bien medio o bajo para que no se queme el que quiere Blanca ya tengo la cebolla a medio freír el papa incorporó los champiñones Cómo se ve sociedad están blanquísima coche sigue pidiendo se le puede rezar por los champiñones y aquella consumen que la saqué cadena pero consumen bastante bueno es Tania rogado y al reducido ya su volumen le pongo la nuez moscada 500 sobresaltos lanata y el zumo de limón se mezcla todo lo tendré hirviendo 15 minutos aquí cogido el Freddy Y con una tijera rosado y la farsa incorporarse lo destruyen minutos en seguida visto para tomar cuando siento que la cámara no sé traspase el balón porque tú huele de maravilla lo dejo un minuto más y en plata,"['recien', 'qued', 'hoy', 'sol', 'ric', 'champiñon', 'alas', 'ello', 'aqu', 'siguient', 'ingredient', '100', 'g', 'champiñon', 'limpi', 'utiliz', 'lueg', '200', 'gram', 'ceboll', 'pel', 'part', 'perejil', 'aceit', 'suav', '04', 'zum', 'medi', 'limon', 'ml', 'nat', 'cocin', 'mientr', 'iban', 'moj', 'empiez', 'pas', '4', 'champiñon', 'cuatr', 'troz', 'champiñon', 'pued', 'part', 'lamin', 'com', 'dic', 'sig', 'hac', 'cuatr', 'troz', 'qued', 'alla', 'aceit', 'sarten', 'calent', 'ceboll', 'sud', 'empiez', 'prim', 'pas', 'ceboll', 'ceboll', 'siempr', 'convenient', 'regl', 'jueg', 'bien', 'medi', 'baj', 'quem', 'quier', 'blanc', 'ceboll', 'medi', 'freir', 'pap', 'incorpor', 'champiñon', 'com', 've', 'socied', 'blanquisim', 'coch', 'sig', 'pid', 'pued', 'rez', 'champiñon', 'aquell', 'consum', 'saqu', 'caden', 'consum', 'bastant', 'buen', 'tani', 'rog', 'reduc', 'volum', 'pong', 'nuez', 'mosc', '500', 'sobresalt', 'lanat', 'zum', 'limon', 'mezcl', 'hirv', '15', 'minut', 'aqu', 'cog', 'freddy', 'tijer', 'ros', 'fars', 'incorpor', 'destru', 'minut', 'segu', 'vist', 'tom', 'sient', 'cam', 'se', 'trasp', 'balon', 'huel', 'maravill', 'dej', 'minut', 'plat']","  (5, 1)	1.0
  (13, 1)	1.0
  (19, 0)	1.0
  (27, 2)	1.0
  (38, 1)	1.0
  (41, 1)	1.0
  (56, 0)	1.0
  (61, 0)	1.0
  (62, 0)	1.0
  (68, 2)	1.0
  (73, 0)	1.0
  (74, 2)	1.0
  (78, 1)	1.0
  (88, 1)	1.0
  (111, 3)	1.0
  (120, 3)	1.0
  (132, 3)	1.0"
161,Gulas con gambas al ajillo _ Receta de Cocina en Familia.txt,gardar al ajillo ingredientes son las gafas ajo pimienta Blanca la guindilla y aceite de oliva,"['gard', 'ajill', 'ingredient', 'gaf', 'ajo', 'pimient', 'blanc', 'guindill', 'aceit', 'oliv']","  (0, 5)	1.0
  (1, 1)	1.0
  (2, 7)	1.0
  (3, 4)	1.0
  (4, 2)	1.0
  (5, 9)	1.0
  (6, 3)	1.0
  (7, 6)	1.0
  (8, 0)	1.0
  (9, 8)	1.0"
162,Huevos Rotos con Jamón _ Receta de Cocina en Familia.txt,Yaquesita que quiero compartir con todos vosotros soy su borrico huevos rotos con jamón y veré yo tengo aquí los siguientes ingredientes tengo 900 gramos de patatas ya peladas utilizar el jamón serrano y noche fue tu huevo y aceite de oliva 04 y Sara notificaciones,"['yaquesit', 'quier', 'compart', 'borric', 'huev', 'rot', 'jamon', 'ver', 'aqu', 'siguient', 'ingredient', '900', 'gram', 'patat', 'pel', 'utiliz', 'jamon', 'serran', 'noch', 'huev', 'aceit', 'oliv', '04', 'sar', 'notif']","  (0, 22)	1.0
  (1, 15)	1.0
  (2, 5)	1.0
  (3, 4)	1.0
  (4, 7)	1.0
  (5, 16)	1.0
  (6, 9)	1.0
  (7, 21)	1.0
  (8, 3)	1.0
  (9, 19)	1.0
  (10, 8)	1.0
  (11, 1)	1.0
  (12, 6)	1.0
  (13, 13)	1.0
  (14, 14)	1.0
  (15, 20)	1.0
  (16, 9)	1.0
  (17, 18)	1.0
  (18, 10)	1.0
  (19, 7)	1.0
  (20, 2)	1.0
  (21, 12)	1.0
  (22, 0)	1.0
  (23, 17)	1.0
  (24, 11)	1.0"
163,Dátiles Rellenos _ Receta de Cocina en Familia.txt,necesito hoy es un aperitivo de salmón ingredientes almendras y crema viendo suscríbete y no olvides pinche en la campana para recibir las notificaciones,"['necesit', 'hoy', 'aperit', 'salmon', 'ingredient', 'almendr', 'crem', 'viend', 'suscribet', 'olvid', 'pinch', 'campan', 'recib', 'notif']","  (0, 6)	1.0
  (1, 4)	1.0
  (2, 1)	1.0
  (3, 11)	1.0
  (4, 5)	1.0
  (5, 0)	1.0
  (6, 3)	1.0
  (7, 13)	1.0
  (8, 12)	1.0
  (9, 8)	1.0
  (10, 9)	1.0
  (11, 2)	1.0
  (12, 10)	1.0
  (13, 7)	1.0"
164,Lacitos Hojaldrados de Queso _ Receta de Cocina en Familia.txt,la receta lleva Macedo hizo una rico lacito hojaldradas de queso y para ello tengo aquí los siguientes ingredientes tengo una lámina Roja de que cada uno pueda utilizar la clase que dice un poco de verano notificaciones,"['recet', 'llev', 'maced', 'hiz', 'ric', 'lacit', 'hojaldr', 'ques', 'ello', 'aqu', 'siguient', 'ingredient', 'lamin', 'roj', 'cad', 'pued', 'utiliz', 'clas', 'dic', 'veran', 'notif']","  (0, 15)	1.0
  (1, 10)	1.0
  (2, 11)	1.0
  (3, 5)	1.0
  (4, 16)	1.0
  (5, 8)	1.0
  (6, 6)	1.0
  (7, 14)	1.0
  (8, 4)	1.0
  (9, 0)	1.0
  (10, 18)	1.0
  (11, 7)	1.0
  (12, 9)	1.0
  (13, 17)	1.0
  (14, 1)	1.0
  (15, 13)	1.0
  (16, 19)	1.0
  (17, 2)	1.0
  (18, 3)	1.0
  (19, 20)	1.0
  (20, 12)	1.0"
165,Rollitos de Atún _ Receta de Cocina en Familia.txt,la reciente qué vamos hacer hoy es una rico Rayito de luz y para ello tengo aquí los siguientes ingredientes 150 gramos de tomate frito jugo 50 G,"['recient', 'vam', 'hac', 'hoy', 'ric', 'rayit', 'luz', 'ello', 'aqu', 'siguient', 'ingredient', '150', 'gram', 'tomat', 'frit', 'jug', '50', 'g']","  (0, 12)	1.0
  (1, 16)	1.0
  (2, 6)	1.0
  (3, 7)	1.0
  (4, 13)	1.0
  (5, 11)	1.0
  (6, 10)	1.0
  (7, 3)	1.0
  (8, 2)	1.0
  (9, 14)	1.0
  (10, 8)	1.0
  (11, 0)	1.0
  (12, 5)	1.0
  (13, 15)	1.0
  (14, 4)	1.0
  (15, 9)	1.0
  (16, 1)	1.0"
166,Pan Pizza de Beicon _ Receta de Cocina en Familia.txt,Oiga Natalia una sencilla y rica pizza de bajo Bautista de béisbol para hacerse para pizza de besos y un panecillo que lo partido por la mitad se puede hacer con cualquier clase de parte de que tengamos en casa en Santa vamos a empezar Ya a prepararlo digitales de centro y demasiado un poco para que hagas y Cazuelas y a continuación,"['oig', 'natali', 'sencill', 'ric', 'pizz', 'baj', 'bautist', 'beisbol', 'hac', 'pizz', 'bes', 'panecill', 'part', 'mit', 'pued', 'hac', 'cualqui', 'clas', 'part', 'cas', 'sant', 'vam', 'empez', 'prepar', 'digital', 'centr', 'demasi', 'hag', 'cazuel', 'continu']","  (0, 17)	1.0
  (1, 16)	1.0
  (2, 25)	1.0
  (3, 23)	1.0
  (4, 20)	1.0
  (5, 0)	1.0
  (6, 1)	1.0
  (7, 2)	1.0
  (8, 13)	1.0
  (9, 20)	1.0
  (10, 3)	1.0
  (11, 18)	1.0
  (12, 19)	1.0
  (13, 15)	1.0
  (14, 22)	1.0
  (15, 13)	1.0
  (16, 9)	1.0
  (17, 7)	1.0
  (18, 19)	1.0
  (19, 4)	1.0
  (20, 24)	1.0
  (21, 26)	1.0
  (22, 12)	1.0
  (23, 21)	1.0
  (24, 11)	1.0
  (25, 6)	1.0
  (26, 10)	1.0
  (27, 14)	1.0
  (28, 5)	1.0
  (29, 8)	1.0"
