,Titulo,Texto,textoPLN,tf-idf
  (3, 1)	1.0
  (4, 0)	1.0
  (30, 2)	1.0
  (57, 2)	1.0
  (68, 2)	1.0
  (69, 2)	1.0
  (76, 2)	1.0
  (84, 2)	1.0
  (99, 0)	1.0
  (138, 1)	1.0
  (156, 0)	1.0
  (157, 1)	1.0
  (175, 1)	1.0
  (212, 0)	1.0
  (213, 1)	1.0
  (232, 0)	1.0
  (263, 0)	1.0
  (264, 1)	1.0
  (282, 0)	1.0
  (285, 0)	1.0
  (286, 1)	1.0"
108,"OLLETA DE VERDURA🍲😋, LEGUMBRES Y ARROZ CON EMBUTIDOS..txt",hoy voy a preparar olleta para ello necesito patata unos dientes de ajo Laurel pimentón dulce morcilla Torres no arroz aceite acelga judías blancas ya cocidas y sal comenzamos poniendo en una cazuela agua y vamos Añadir la selva la cebra está completamente lavadita y le añadimos también las dos tiras de Torres No yo lo hace partido en trozos y un poco de sal y ahora esto vamos a dejar que hierva hasta que esté casi hecha la selva aproximadamente un cuarto de hora y luego continuaremos ya llega cociendo unos 20 minutos la selva con el Torres no le puso también un peeskill de colorante amarillo de colorante alimenticio Pero muy poquito y ahora le voy a Añadir las patatas cortadas a cuadraditos y una hoja de laurel y a fuego bajito vamos a dejar que se vaya cociendo la patata en una sartén hemos puesto un poco de aceite y unos dientes de ajo vamos a durar los dientes de ajo y cuando estén dorados los quitaremos Y en este aceite pondremos media cucharadita de pimentón Dulce ya tenemos dorados los ajos Así que ahora los retiramos y añadimos en ese aceite así una puntica de pimentón Dulce refri hace un poquitín y se lo añadimos a la cazuela ya hemos añadido aquí el pimentón dulce que hemos frito y ahora le añadimos la morcilla lleva aproximadamente casi una hora cosiendo toda suavemente y le añadimos también las judías que estaban cosidas y salimos con un fuego suave probaremos de sal aproximadamente la olleta se hace en hora y media los últimos 20 minutos los utilizaremos para Añadir el arroz ya lleva 1 hora y cuarto aproximadamente cosiendo todo junto y ahora ya Solo nos falta añadirle el arroz voy añadirle dos cuñaditos y ahora dejaremos Qué cuesta el arroz aproximadamente 18 minutos hay que tener en cuenta que ahora el arroz va chupar mucho caldo de manera que observar la cantidad de caldo que tengo porque sino quedaría luego muy muy espeso ya hemos tenido cociendo el arroz sus 18 minutos miras Cómo es pesado la olleta por esos decía que tenías que dejar suficiente caldo porque la rosa en bebé mucho y ahora ya a servir y estés ya un súper Plate de olleta,"['hoy', 'voy', 'prepar', 'ollet', 'ello', 'necesit', 'patat', 'dient', 'ajo', 'laurel', 'pimenton', 'dulc', 'morcill', 'torr', 'arroz', 'aceit', 'acelg', 'jud', 'blanc', 'coc', 'sal', 'comenz', 'pon', 'cazuel', 'agu', 'vam', 'añad', 'selv', 'cebr', 'complet', 'lavadit', 'añad', 'dos', 'tir', 'torr', 'hac', 'part', 'troz', 'sal', 'ahor', 'vam', 'dej', 'hierv', 'casi', 'hech', 'selv', 'aproxim', 'cuart', 'hor', 'lueg', 'continu', 'lleg', 'coc', '20', 'minut', 'selv', 'torr', 'pus', 'peeskill', 'color', 'amarill', 'color', 'alimentici', 'poquit', 'ahor', 'voy', 'añad', 'patat', 'cort', 'cuadradit', 'hoj', 'laurel', 'fueg', 'bajit', 'vam', 'dej', 'vay', 'coc', 'patat', 'sarten', 'puest', 'aceit', 'dient', 'ajo', 'vam', 'dur', 'dient', 'ajo', 'dor', 'quit', 'aceit', 'pondr', 'medi', 'cucharadit', 'pimenton', 'dulc', 'dor', 'ajos', 'asi', 'ahor', 'retir', 'añad', 'aceit', 'asi', 'puntic', 'pimenton', 'dulc', 'refri', 'hac', 'poquitin', 'añad', 'cazuel', 'añad', 'aqu', 'pimenton', 'dulc', 'frit', 'ahor', 'añad', 'morcill', 'llev', 'aproxim', 'casi', 'hor', 'cos', 'tod', 'suavement', 'añad', 'jud', 'cos', 'sal', 'fueg', 'suav', 'prob', 'sal', 'aproxim', 'ollet', 'hac', 'hor', 'medi', 'ultim', '20', 'minut', 'utiliz', 'añad', 'arroz', 'llev', '1', 'hor', 'cuart', 'aproxim', 'cos', 'junt', 'ahor', 'sol', 'falt', 'añad', 'arroz', 'voy', 'añad', 'dos', 'cuñadit', 'ahor', 'dej', 'cuest', 'arroz', 'aproxim', '18', 'minut', 'ten', 'cuent', 'ahor', 'arroz', 'va', 'chup', 'cald', 'maner', 'observ', 'cantid', 'cald', 'sin', 'qued', 'lueg', 'espes', 'coc', 'arroz', '18', 'minut', 'mir', 'com', 'pes', 'ollet', 'dec', 'dej', 'suficient', 'cald', 'ros', 'beb', 'ahor', 'serv', 'sup', 'plat', 'ollet']","  (14, 2)	1.0
  (26, 3)	1.0
  (31, 3)	1.0
  (39, 0)	1.0
  (46, 1)	1.0
  (64, 0)	1.0
  (66, 3)	1.0
  (99, 0)	1.0
  (101, 3)	1.0
  (110, 3)	1.0
  (112, 3)	1.0
  (117, 0)	1.0
  (118, 3)	1.0
  (121, 1)	1.0
  (127, 3)	1.0
  (135, 1)	1.0
  (144, 3)	1.0
  (145, 2)	1.0
  (150, 1)	1.0
  (153, 0)	1.0
  (156, 3)	1.0
  (157, 2)	1.0
  (159, 3)	1.0
  (162, 0)	1.0
  (165, 2)	1.0
  (166, 1)	1.0
  (171, 0)	1.0
  (172, 2)	1.0
  (185, 2)	1.0
  (198, 0)	1.0"
109,AGUACATES 🦐🥑CON LANGOSTINOS.txt,vamos elaborar aguacates rellenos de langostinos con salsa tártara para ello necesito unos langostinos cocidos palitos de cangrejo unas hojitas de lechuga aguacate sal aceite de oliva alcaparras un huevo crudo para hacer la mayonesa cebollita un huevo cocido de pinillos Lima o Limón lo primero que hemos hecho es lavar y trocear pequeñitas las hojas de lechuga hemos pelo Los langostinos y lo hacemos también troceado y hemos partido también al graficar el palito de cangrejo a continuación escribimos un poco de Lima o limón y lo echamos en un recipiente y una poca cantidad para que al Añadir El Aguacate El Aguacate no se oxide Entonces ahora vamos a abrir el aguacate y hacemos un corte longitudinal ahora le damos medio giro y ya lo tenemos abierto y para quitar el hueso Y hasta ahora con una cuchara vamos al ras de la piel que sacamos la carne cosas y tiras y los vamos saliendo de Lima Lima a hacer lo mismo con la otra mitad una vez tenemos troceado todo el aguacate y hallaremos los langostinos y el palito de cangrejo y además la lechuga picadita y ahora vamos a preparar una salsa tártara para mezclar lápiz y rellenar con todo ello los aguacates a los que les hemos puesto un poquito de sumo también por aquí zumo de limón o de Lima para que no se nos pongan negros ahora vamos a preparar la salsa tártara para ello comenzamos poniendo un huevo añadimos Sal un poco aceite de girasol aceite de oliva ahora ya ponemos la batidora en el fondo y con la velocidad pequeña pues vamos a empezar a formar la mayonesa Sin mover la batidora,"['vam', 'elabor', 'aguacat', 'rellen', 'langostin', 'sals', 'tart', 'ello', 'necesit', 'langostin', 'coc', 'palit', 'cangrej', 'unas', 'hojit', 'lechug', 'aguacat', 'sal', 'aceit', 'oliv', 'alcaparr', 'huev', 'crud', 'hac', 'mayones', 'cebollit', 'huev', 'coc', 'pinill', 'lim', 'limon', 'primer', 'hech', 'lav', 'troc', 'pequeñit', 'hoj', 'lechug', 'pel', 'langostin', 'hac', 'troc', 'part', 'grafic', 'palit', 'cangrej', 'continu', 'escrib', 'lim', 'limon', 'echam', 'recipient', 'poc', 'cantid', 'añad', 'aguacat', 'aguacat', 'oxid', 'entonc', 'ahor', 'vam', 'abrir', 'aguacat', 'hac', 'cort', 'longitudinal', 'ahor', 'dam', 'medi', 'gir', 'abiert', 'quit', 'hues', 'ahor', 'cuch', 'vam', 'ras', 'piel', 'sac', 'carn', 'cos', 'tir', 'vam', 'sal', 'lim', 'lim', 'hac', 'mism', 'mit', 'vez', 'troc', 'aguacat', 'hall', 'langostin', 'palit', 'cangrej', 'ademas', 'lechug', 'picadit', 'ahor', 'vam', 'prepar', 'sals', 'tart', 'mezcl', 'lapiz', 'rellen', 'ello', 'aguacat', 'puest', 'poquit', 'sum', 'aqu', 'zum', 'limon', 'lim', 'pong', 'negr', 'ahor', 'vam', 'prepar', 'sals', 'tart', 'ello', 'comenz', 'pon', 'huev', 'añad', 'sal', 'aceit', 'girasol', 'aceit', 'oliv', 'ahor', 'pon', 'batidor', 'fond', 'veloc', 'pequeñ', 'pues', 'vam', 'empez', 'form', 'mayones', 'mov', 'batidor']","  (0, 16)	1.0
  (2, 1)	1.0
  (4, 7)	1.0
  (5, 13)	1.0
  (6, 14)	1.0
  (7, 4)	1.0
  (9, 7)	1.0
  (11, 11)	1.0
  (12, 3)	1.0
  (15, 8)	1.0
  (16, 1)	1.0
  (17, 12)	1.0
  (18, 0)	1.0
  (21, 6)	1.0
  (23, 5)	1.0
  (26, 6)	1.0
  (29, 9)	1.0
  (30, 10)	1.0
  (34, 15)	1.0
  (37, 8)	1.0
  (39, 7)	1.0
  (40, 5)	1.0
  (41, 15)	1.0
  (44, 11)	1.0
  (45, 3)	1.0
  :	:
  (90, 15)	1.0
  (91, 1)	1.0
  (93, 7)	1.0
  (94, 11)	1.0
  (95, 3)	1.0
  (97, 8)	1.0
  (99, 2)	1.0
  (100, 16)	1.0
  (102, 13)	1.0
  (103, 14)	1.0
  (107, 4)	1.0
  (108, 1)	1.0
  (114, 10)	1.0
  (115, 9)	1.0
  (118, 2)	1.0
  (119, 16)	1.0
  (121, 13)	1.0
  (122, 14)	1.0
  (123, 4)	1.0
  (126, 6)	1.0
  (128, 12)	1.0
  (129, 0)	1.0
  (131, 0)	1.0
  (133, 2)	1.0
  (140, 16)	1.0"
110,ESPAGUETTIS🍝 A LA PUTANESCA🍝.txt,vamos a cocinar espaguetis a la putanesca necesitamos espaguetis anchoas perejil ajo guindilla cayena orégano aceitunas negras sin hueso alcaparras queso rallado tomate frito casero o bien tomate natural troceado aceite y sal y dos minutico así que sea un poco y ahora añadimos el tomate frito casero bien el tomate natural troceado si fuera el caso tenemos el perejil y las alcaparras,"['vam', 'cocin', 'espaguetis', 'putanesc', 'necesit', 'espaguetis', 'ancho', 'perejil', 'ajo', 'guindill', 'cayen', 'oregan', 'aceitun', 'negr', 'hues', 'alcaparr', 'ques', 'rall', 'tomat', 'frit', 'caser', 'bien', 'tomat', 'natural', 'troc', 'aceit', 'sal', 'dos', 'minut', 'asi', 'ahor', 'añad', 'tomat', 'frit', 'caser', 'bien', 'tomat', 'natural', 'troc', 'si', 'cas', 'perejil', 'alcaparr']","  (0, 31)	1.0
  (1, 12)	1.0
  (2, 14)	1.0
  (3, 24)	1.0
  (4, 20)	1.0
  (5, 14)	1.0
  (6, 5)	1.0
  (7, 23)	1.0
  (8, 3)	1.0
  (9, 16)	1.0
  (10, 11)	1.0
  (11, 22)	1.0
  (12, 1)	1.0
  (13, 21)	1.0
  (14, 17)	1.0
  (15, 4)	1.0
  (16, 25)	1.0
  (17, 26)	1.0
  (18, 29)	1.0
  (19, 15)	1.0
  (20, 10)	1.0
  (21, 8)	1.0
  (22, 29)	1.0
  (23, 19)	1.0
  (24, 30)	1.0
  (25, 0)	1.0
  (26, 27)	1.0
  (27, 13)	1.0
  (28, 18)	1.0
  (29, 6)	1.0
  (30, 2)	1.0
  (31, 7)	1.0
  (32, 29)	1.0
  (33, 15)	1.0
  (34, 10)	1.0
  (35, 8)	1.0
  (36, 29)	1.0
  (37, 19)	1.0
  (38, 30)	1.0
  (39, 28)	1.0
  (40, 9)	1.0
  (41, 23)	1.0
  (42, 4)	1.0"
111,PURÉ CON JAMÓN Y POLLO🥔🥩🐓.txt,voy a preparar un puré de jamón y pollo previamente vamos a hacer un caldo como si fuésemos hacer una sopa de jamón pero como quiera incorpora las verduritas patatas Por eso luego lo vamos aprovechar y ya nariz que cubre más rico nos va a salir aquí tenemos todas las verduras que Hemos limpiado y troceado vez tenemos el calabacín las patatas es bueno la zanahoria cebolla ahora todas estas verduras las incorporamos a la olla Dónde tenemos el trozo de jamón y el cuarto trasero de pollo introduciremos las verduras y cubriremos todo bien de agua porque lo pones ya vamos a tener una sopita riquísima aparte del puré ya tenemos bien cubierta de agua las verduras y la carne hemos vencido una lloradita pequeño de aceite de oliva y sal hay que tener sobre un poco Cuidado con la sal porque al jamón sueltas al entonces más vale ahora ponerle de menos y lo voy a probarlo una vez que tengamos echó el caldo ahora vamos a poner la tapa y cuando salga mucho vapor por la chimenea pondremos la válvula esperaremos a que suba las tres rayitas y bajaremos el fuego al mínimo contando 30 minutos a los 30 minutos acabaremos el fuego y esperaremos a que bajen las rayitas de la válvula para abrir la olla transcurrir a la media hora hemos retirado luego ya la olla del fuego y hemos esperado a que bajas en la rayita de la válvula para abrirla Y eso es el espectáculo ahora todas las verduras las vamos a pasar a una cazuela bien hemos sacado todas las verduras hasta cazuela y en ese plato que nos puso el pollo y el jamón ahora cogeremos unos trocitos de pollo y de jamón y lo subiremos a las verduras no demasiado porque ya tienen las verduras el sabor de la carne pero vamos a incorporar de jamón y pollo fracciones temática Y por último agregaremos caldo para hacer el puré con la textura que nos guste bien espejito bien más más claro eso ya es a nuestro gusto el resto del caldo que nos quede lo coge la haremos en tu Pero eres para tener para próximas elaboraciones para sopita de jamón con fideo con estrellitas para lo que necesitemos así que ahora vamos a formar el puré ahora ayudándonos en la batidora pues vamos a batir todo bien para que quede bien y Nico y finalmente una vez batido ya ves cómo queda nuestro puré con jamón y pollo tiene un sabor increíble Porque tanto las verduras como Los Ramoncitos como los Trozos de pollo todo bien triturado con este cántico tan rico que era fenomenal y aquí tenemos el caldo que nos ha quedado lo vamos a poner en tu lugar es como ese dicho para congelar y con el resto de jamón y pollo lo vamos a decir dar y haremos croquetas las croquetas de jamón y pollo y a las tenis y otro de mis videos,"['voy', 'prepar', 'pur', 'jamon', 'poll', 'previ', 'vam', 'hac', 'cald', 'si', 'hac', 'sop', 'jamon', 'quier', 'incorpor', 'verdurit', 'patat', 'lueg', 'vam', 'aprovech', 'nariz', 'cubr', 'ric', 'va', 'sal', 'aqu', 'tod', 'verdur', 'limpi', 'troc', 'vez', 'calabacin', 'patat', 'buen', 'zanahori', 'ceboll', 'ahor', 'tod', 'verdur', 'incorpor', 'olla', 'dond', 'troz', 'jamon', 'cuart', 'traser', 'poll', 'introduc', 'verdur', 'cubr', 'bien', 'agu', 'pon', 'vam', 'ten', 'sopit', 'riquisim', 'apart', 'pur', 'bien', 'cubiert', 'agu', 'verdur', 'carn', 'venc', 'lloradit', 'pequeñ', 'aceit', 'oliv', 'sal', 'ten', 'cuid', 'sal', 'jamon', 'suelt', 'entonc', 'val', 'ahor', 'pon', 'men', 'voy', 'prob', 'vez', 'echo', 'cald', 'ahor', 'vam', 'pon', 'tap', 'salg', 'vapor', 'chimene', 'pondr', 'valvul', 'esper', 'sub', 'tres', 'rayit', 'baj', 'fueg', 'minim', 'cont', '30', 'minut', '30', 'minut', 'acab', 'fueg', 'esper', 'baj', 'rayit', 'valvul', 'abrir', 'olla', 'transcurr', 'medi', 'hor', 'retir', 'lueg', 'olla', 'fueg', 'esper', 'baj', 'rayit', 'valvul', 'abrirl', 'espectacul', 'ahor', 'tod', 'verdur', 'vam', 'pas', 'cazuel', 'bien', 'sac', 'tod', 'verdur', 'cazuel', 'plat', 'pus', 'poll', 'jamon', 'ahor', 'cog', 'trocit', 'poll', 'jamon', 'sub', 'verdur', 'demasi', 'verdur', 'sabor', 'carn', 'vam', 'incorpor', 'jamon', 'poll', 'fraccion', 'temat', 'ultim', 'agreg', 'cald', 'hac', 'pur', 'textur', 'gust', 'bien', 'espejit', 'bien', 'clar', 'gust', 'rest', 'cald', 'qued', 'cog', 'har', 'ten', 'proxim', 'elabor', 'sopit', 'jamon', 'fide', 'estrellit', 'necesit', 'asi', 'ahor', 'vam', 'form', 'pur', 'ahor', 'ayud', 'batidor', 'pues', 'vam', 'bat', 'bien', 'qued', 'bien', 'nic', 'final', 'vez', 'bat', 'ves', 'com', 'qued', 'pur', 'jamon', 'poll', 'sabor', 'increibl', 'verdur', 'ramoncit', 'troz', 'poll', 'bien', 'tritur', 'cantic', 'tan', 'ric', 'fenomenal', 'aqu', 'cald', 'qued', 'vam', 'pon', 'lug', 'dich', 'congel', 'rest', 'jamon', 'poll', 'vam', 'dec', 'dar', 'har', 'croquet', 'croquet', 'jamon', 'poll', 'tenis', 'vide']","  (2, 5)	1.0
  (3, 3)	1.0
  (4, 4)	1.0
  (6, 6)	1.0
  (8, 2)	1.0
  (12, 3)	1.0
  (18, 6)	1.0
  (27, 7)	1.0
  (36, 0)	1.0
  (38, 7)	1.0
  (43, 3)	1.0
  (46, 4)	1.0
  (48, 7)	1.0
  (50, 1)	1.0
  (53, 6)	1.0
  (58, 5)	1.0
  (59, 1)	1.0
  (62, 7)	1.0
  (73, 3)	1.0
  (77, 0)	1.0
  (84, 2)	1.0
  (85, 0)	1.0
  (86, 6)	1.0
  (127, 0)	1.0
  (129, 7)	1.0
  :	:
  (163, 5)	1.0
  (166, 1)	1.0
  (168, 1)	1.0
  (172, 2)	1.0
  (180, 3)	1.0
  (185, 0)	1.0
  (186, 6)	1.0
  (188, 5)	1.0
  (189, 0)	1.0
  (193, 6)	1.0
  (195, 1)	1.0
  (197, 1)	1.0
  (205, 5)	1.0
  (206, 3)	1.0
  (207, 4)	1.0
  (210, 7)	1.0
  (213, 4)	1.0
  (214, 1)	1.0
  (221, 2)	1.0
  (223, 6)	1.0
  (229, 3)	1.0
  (230, 4)	1.0
  (231, 6)	1.0
  (237, 3)	1.0
  (238, 4)	1.0"
112,COLES DE BRUSELAS 👏😋CON AJITOS TIERNOS Y GUISANTES😋.txt,hoy voy a preparar coles de Bruselas conejitos tiernos guisantes y tomaticos frito tengo aquí coles de Bruselas que luego tenemos que limpiar el tomate frito aceite guisantes puerro y ajos tiernos para limpiar las coles comenzamos cortándoles así el tronquito y les quitamos las hojas exteriores Qué son las más duras y las dejamos así así vamos a limpiar todas hemos puesto una cazuela con abundante agua y sal y ahora que esté hirviendo le vamos a ir las coles y vamos a dejar que secuestran de 10 a 15 minutos para comprobar que están hechas pinche haremos las coles con un tenedor y Si vemos que está ya cosi dica que entrar el tenedor con facilidad pues ya nos retiraremos ya tenemos cocinar las coles la 70 aproximadamente 15 minutos ahora las Voy a reservar y voy a empezar con el acompañamiento en piano y troceado los ojitos tiernos y el perro ahora en una sartén hemos puesto aceite añadiremos estas verduras con un poquito de sal y dejaremos que se enfrían ya tenemos frito en los ojitos tiernos y el puerro y ahora le vamos a yadir tómate frito casero probaremos saber si está bien déjalo necesita una pizquita de azúcar si estuviera sido vamos a dejarlo dos o tres minuticos y luego incorporaremos las coles que tenemos cocidas y los guisantes hemos añadido las coles y los guisantes al sofrito y ahora lo vamos a calentar todo junto para servir,"['hoy', 'voy', 'prepar', 'col', 'brusel', 'conejit', 'tiern', 'guisant', 'tomat', 'frit', 'aqu', 'col', 'brusel', 'lueg', 'limpi', 'tomat', 'frit', 'aceit', 'guisant', 'puerr', 'ajos', 'tiern', 'limpi', 'col', 'comenz', 'cort', 'asi', 'tronquit', 'quit', 'hoj', 'exterior', 'dur', 'dej', 'asi', 'asi', 'vam', 'limpi', 'tod', 'puest', 'cazuel', 'abund', 'agu', 'sal', 'ahor', 'hirv', 'vam', 'ir', 'col', 'vam', 'dej', 'secuestr', '10', '15', 'minut', 'comprob', 'hech', 'pinch', 'har', 'col', 'tenedor', 'si', 'vem', 'cosi', 'dic', 'entrar', 'tenedor', 'facil', 'pues', 'retir', 'cocin', 'col', '70', 'aproxim', '15', 'minut', 'ahor', 'voy', 'reserv', 'voy', 'empez', 'acompañ', 'pian', 'troc', 'ojit', 'tiern', 'perr', 'ahor', 'sarten', 'puest', 'aceit', 'añad', 'verdur', 'poquit', 'sal', 'dej', 'enfri', 'frit', 'ojit', 'tiern', 'puerr', 'ahor', 'vam', 'yad', 'tomat', 'frit', 'caser', 'prob', 'sab', 'si', 'bien', 'dejal', 'necesit', 'pizquit', 'azuc', 'si', 'sid', 'vam', 'dej', 'dos', 'tres', 'minut', 'lueg', 'incorpor', 'col', 'coc', 'guisant', 'añad', 'col', 'guisant', 'sofrit', 'ahor', 'vam', 'calent', 'junt', 'serv']","  (1, 12)	1.0
  (3, 2)	1.0
  (6, 9)	1.0
  (7, 5)	1.0
  (8, 10)	1.0
  (9, 4)	1.0
  (11, 2)	1.0
  (14, 6)	1.0
  (15, 10)	1.0
  (16, 4)	1.0
  (18, 5)	1.0
  (21, 9)	1.0
  (22, 6)	1.0
  (23, 2)	1.0
  (26, 1)	1.0
  (32, 3)	1.0
  (33, 1)	1.0
  (34, 1)	1.0
  (35, 11)	1.0
  (36, 6)	1.0
  (43, 0)	1.0
  (45, 11)	1.0
  (47, 2)	1.0
  (48, 11)	1.0
  (49, 3)	1.0
  :	:
  (70, 2)	1.0
  (74, 7)	1.0
  (75, 0)	1.0
  (76, 12)	1.0
  (78, 12)	1.0
  (84, 9)	1.0
  (86, 0)	1.0
  (94, 3)	1.0
  (96, 4)	1.0
  (98, 9)	1.0
  (100, 0)	1.0
  (101, 11)	1.0
  (103, 10)	1.0
  (104, 4)	1.0
  (108, 8)	1.0
  (114, 8)	1.0
  (116, 11)	1.0
  (117, 3)	1.0
  (120, 7)	1.0
  (123, 2)	1.0
  (125, 5)	1.0
  (127, 2)	1.0
  (128, 5)	1.0
  (130, 0)	1.0
  (131, 11)	1.0"
113,HABITAS 👍TIERNAS CON CALZÓN👍.txt,voy a preparar avisa piernas con calzón aquí tenemos las aristas son pequeñitas es decir no tienen los granos gordos para tener que desgranar las y por eso se les dije con calzón porque se cocinan con la vaina exterior incluida todas tenemos ahí las alitas cebolla un trozo de jamón unos dientes de ajo guisante patatas sal y aceite de oliva hnos troceado las habitas les hemos citado los extremos y los hemos tirado y lo hacemos lavado bien con agua fría ahora hemos puesto en una cazuela agua con sal cuando hierva añadiremos las habitas las tendremos corriendo pues como unos 10 o 15 minutos hasta que veamos que están tiernas ya tenemos cocinar Las Alitas ahora las vamos a escurrir muy bien y las vamos a pasar a un recipiente con agua fría con unos hielos de esa manera evitamos que se banco haciéndose y conservar el color más bonito aquí tenemos ya con el agua fría con unos hielos y la reservaremos hasta que tengamos el sofrito hecho y la tarde Vamos para hacer sofrito hemos pecado dos dientes de ajo y los vamos a poner en una sartén con aceite cuando empiecen a dorarse un tópico añadiremos la cebolla se mostró ca2i dejaremos que se fría añadiremos un poco de sal y esperaremos vamos a esperar que se haga un poquito el ajo para Añadir la cebolla añadimos un poquito de sal a la cebolla y esperamos a que se frita para añadirle el trozo de jamón que mostró ca-2a cuadraditos una vez añadimos los taquitos de jamón rehogamos un poquito todo junto y añadiremos las habitas una vez incorporadas la jamás dejaremos que se resfría todos hijos a los Sabores y nos altera por añadirle unos guisantes y a continuación Seguiremos aparte unas patatas en cuadraditos hemos helado lavado y troceado las patatas les hemos añadido sal y ahora las vamos a freír en abundante aceite bien calentico una vez doradas los agregaremos a nuestro guiso de habas y ya tenemos doraditas patatas y quebradas vamos a sacar vamos a cubrir bien y las 5 por haremos a nuestra sartén donde hemos incluido ya los guisantes Seguiremos mezclando todos y ayudar a seguir Y esa es la elaboración de alitas frescas con calzón pero que se haya gustado,"['voy', 'prepar', 'avis', 'piern', 'calzon', 'aqu', 'arist', 'pequeñit', 'dec', 'gran', 'gord', 'ten', 'desgran', 'dij', 'calzon', 'cocin', 'vain', 'exterior', 'inclu', 'tod', 'ahi', 'alit', 'ceboll', 'troz', 'jamon', 'dient', 'ajo', 'guisant', 'patat', 'sal', 'aceit', 'oliv', 'hnos', 'troc', 'habit', 'cit', 'extrem', 'tir', 'hac', 'lav', 'bien', 'agu', 'fri', 'ahor', 'puest', 'cazuel', 'agu', 'sal', 'hierv', 'añad', 'habit', 'corr', 'pues', '10', '15', 'minut', 'veam', 'tiern', 'cocin', 'alit', 'ahor', 'vam', 'escurr', 'bien', 'vam', 'pas', 'recipient', 'agu', 'fri', 'hiel', 'maner', 'evit', 'banc', 'hac', 'conserv', 'color', 'bonit', 'aqu', 'agu', 'fri', 'hiel', 'reserv', 'sofrit', 'hech', 'tard', 'vam', 'hac', 'sofrit', 'pec', 'dos', 'dient', 'ajo', 'vam', 'pon', 'sarten', 'aceit', 'empiec', 'dor', 'topic', 'añad', 'ceboll', 'mostr', 'ca2i', 'dej', 'fri', 'añad', 'sal', 'esper', 'vam', 'esper', 'hag', 'poquit', 'ajo', 'añad', 'ceboll', 'añad', 'poquit', 'sal', 'ceboll', 'esper', 'frit', 'añad', 'troz', 'jamon', 'mostr', 'ca', '2a', 'cuadradit', 'vez', 'añad', 'taquit', 'jamon', 'rehog', 'poquit', 'junt', 'añad', 'habit', 'vez', 'incorpor', 'jamas', 'dej', 'resfr', 'hij', 'sabor', 'alter', 'añad', 'guisant', 'continu', 'segu', 'apart', 'unas', 'patat', 'cuadradit', 'hel', 'lav', 'troc', 'patat', 'añad', 'sal', 'ahor', 'vam', 'freir', 'abund', 'aceit', 'bien', 'calent', 'vez', 'dor', 'agreg', 'guis', 'hab', 'doradit', 'patat', 'quebr', 'vam', 'sac', 'vam', 'cubr', 'bien', '5', 'har', 'sarten', 'inclu', 'guisant', 'segu', 'mezcl', 'ayud', 'segu', 'elabor', 'alit', 'fresc', 'calzon', 'gust']","  (22, 3)	1.0
  (28, 5)	1.0
  (29, 6)	1.0
  (40, 2)	1.0
  (41, 0)	1.0
  (42, 4)	1.0
  (46, 0)	1.0
  (47, 6)	1.0
  (49, 1)	1.0
  (61, 7)	1.0
  (63, 2)	1.0
  (64, 7)	1.0
  (67, 0)	1.0
  (68, 4)	1.0
  (78, 0)	1.0
  (79, 4)	1.0
  (85, 7)	1.0
  (92, 7)	1.0
  (99, 1)	1.0
  (100, 3)	1.0
  (104, 4)	1.0
  (105, 1)	1.0
  (106, 6)	1.0
  (108, 7)	1.0
  (113, 1)	1.0
  (114, 3)	1.0
  (115, 1)	1.0
  (117, 6)	1.0
  (118, 3)	1.0
  (121, 1)	1.0
  (129, 1)	1.0
  (135, 1)	1.0
  (145, 1)	1.0
  (151, 5)	1.0
  (156, 5)	1.0
  (157, 1)	1.0
  (158, 6)	1.0
  (160, 7)	1.0
  (164, 2)	1.0
  (172, 5)	1.0
  (174, 7)	1.0
  (176, 7)	1.0
  (178, 2)	1.0"
114,PIMIENTOS🥩🌶️ RELLENOS DE CARNE.txt,hoy voy a preparar pimientos del piquillo rellenos de carne de cocido para ello necesitamos la carne de cocido que hemos elaborado Exactamente igual que cuando hacemos las croquetas de cocido que las tenemos en otra Video receta necesitamos también un diente de ajo un poquito de estar luz cebolla los pimientos del piquillo harina vino blanco aceite tomate frito casero y azúcar para elaborar la salsa de pimientos ponemos en una cazuelita una ensalada de aceite y troceamos media cebolla y el diente de ajo y ahora lo vamos a revocar un poco cuando lo hayamos rehogado con un poquito de sal añadiremos un pimiento del piquillo dos y continuaremos arrolla la cebolla con el ajo abrimos y pimiento del piquillo 2,"['hoy', 'voy', 'prepar', 'pimient', 'piquill', 'rellen', 'carn', 'coc', 'ello', 'necesit', 'carn', 'coc', 'elabor', 'exact', 'igual', 'hac', 'croquet', 'coc', 'vide', 'recet', 'necesit', 'dient', 'ajo', 'poquit', 'luz', 'ceboll', 'pimient', 'piquill', 'harin', 'vin', 'blanc', 'aceit', 'tomat', 'frit', 'caser', 'azuc', 'elabor', 'sals', 'pimient', 'pon', 'cazuelit', 'ensal', 'aceit', 'troc', 'medi', 'ceboll', 'dient', 'ajo', 'ahor', 'vam', 'revoc', 'rehog', 'poquit', 'sal', 'añad', 'pimient', 'piquill', 'dos', 'continu', 'arroll', 'ceboll', 'ajo', 'abrim', 'pimient', 'piquill', '2']","  (3, 8)	1.0
  (4, 9)	1.0
  (6, 2)	1.0
  (7, 4)	1.0
  (9, 7)	1.0
  (10, 2)	1.0
  (11, 4)	1.0
  (12, 6)	1.0
  (17, 4)	1.0
  (20, 7)	1.0
  (21, 5)	1.0
